id,organization_id,title,subtitle,description,sku,product_code,width,width_units,height,height_units,length,length_units,weight,weight_units,quantity_unit,bulk_quantity,pallet_quantity,subcategory,category,active,prep_time_seconds,lead_time_hours,price_type,taxable,search_keywords,item_role,valid_from,valid_until,deleted_at
itm_d373d26fa032,org_sunpro,Silk Brushes,Silk Brushes - 13x7,Discover the rough new Gloves with an exciting mix of Aluminum ingredients,SP-P9G794,RPK2EU,8.86,ft,11.44,ft,6.59,in,429.7,lbs,pallet,171,25,brushes,paint_supplies,true,393,36,fixed,true,"[""Handcrafted"" ""Generic"" ""Gorgeous"" ""Incredible"" ""Electronic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_4ca3d6f99377,org_sunpro,Granite Brushes,Granite Brushes - 10x18,Champlin Inc's most advanced Chicken technology increases pointless capabilities,SP-6I9ETO,8L7DNR,11.29,ft,1.05,in,13.86,in,248.44,oz,box,966,29,brushes,paint_supplies,true,"2,404",71,variable,true,"[""Refined"" ""Recycled"" ""Frozen"" ""Handmade"" ""Incredible"" ""Licensed""]",inventory,"February 27, 2026, 4:18 PM",,
itm_92d6dc975d72,org_sunpro,Granite Pressure Treated,Granite Pressure Treated - 19x7,Innovative Towels featuring noted technology and Steel construction,SP-FTM3RX,CIBOEO,2.91,ft,3.4,in,7.95,in,313.33,lbs,piece,927,83,pressure_treated,dimensional_lumber_and_composites,true,"2,771",27,fixed,true,"[""Sleek"" ""Modern"" ""Fantastic"" ""Unbranded"" ""Licensed""]",inventory,"February 27, 2026, 4:18 PM",,
itm_b29190475764,org_sunpro,Bamboo Exterior Doors,Bamboo Exterior Doors - 14x15,The red Chips combines France aesthetics with Curium-based durability,SP-T8OGQF,54BH9K,1.96,ft,11.92,in,20.15,in,411.25,oz,pallet,589,27,exterior_doors,doors,true,"2,875",39,fixed,true,"[""Handcrafted"" ""Soft"" ""Licensed"" ""Oriental""]",inventory,"February 27, 2026, 4:18 PM",,
itm_2ce84038ac4d,org_sunpro,Ceramic Paint,Ceramic Paint - 13x15,New salmon Table with ergonomic design for only comfort,SP-654PWV,Q3VQUZ,6.58,ft,6.11,ft,20.96,in,152.48,oz,piece,462,50,paint,paint_supplies,true,714,54,variable,true,"[""Luxurious"" ""Practical"" ""Practical"" ""Rustic"" ""Bespoke"" ""Modern""]",inventory,"February 27, 2026, 4:18 PM",,
itm_1cc8c5138765,org_sunpro,Aluminum Sheathing,Aluminum Sheathing - 19x6,"Experience the red brilliance of our Pizza, perfect for calculating environments",SP-OHDGYY,BH8FW5,2.71,ft,7.38,in,15.66,ft,133.58,lbs,piece,39,95,sheathing,dimensional_lumber_and_composites,true,"2,931",1,fixed,true,"[""Gorgeous"" ""Rustic"" ""Incredible"" ""Oriental"" ""Incredible"" ""Electronic"" ""Handmade""]",inventory,"February 27, 2026, 4:18 PM",,
itm_9bf5a62b987c,org_sunpro,Gold Anchors,Gold Anchors - 15x19,The Digitized bifurcated array Pizza offers reliable performance and upbeat design,SP-CDHCFR,CMNY4S,5.51,in,6.13,ft,10.68,ft,324.34,lbs,pallet,332,36,anchors,general_fasteners_and_hardware,true,"1,670",73,variable,true,"[""Gorgeous"" ""Generic"" ""Unbranded"" ""Sleek"" ""Rustic"" ""Generic"" ""Rustic"" ""Rustic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_2597020c6b38,org_sunpro,Gold Paint,Gold Paint - 19x20,"Featuring Bohrium-enhanced technology, our Cheese offers unparalleled helpful performance",SP-L7OGDK,BJ7S32,9.24,ft,0.89,ft,18.15,ft,181.97,lbs,box,978,97,paint,paint_supplies,true,772,5,variable,true,"[""Handmade"" ""Intelligent"" ""Ergonomic"" ""Electronic"" ""Intelligent"" ""Elegant"" ""Handcrafted"" ""Luxurious""]",inventory,"February 27, 2026, 4:18 PM",,
itm_b3538ad92b7d,org_sunpro,Steel Moulding,Steel Moulding - 9x9,Ergonomic Pants made with Gold for all-day shameful support,SP-KOXEZF,SFD9WI,6.88,in,6.12,in,20.41,in,111.35,oz,box,866,67,moulding,dimensional_lumber_and_composites,true,"1,124",45,variable,true,"[""Licensed"" ""Sleek"" ""Practical"" ""Oriental"" ""Modern"" ""Frozen""]",inventory,"February 27, 2026, 4:18 PM",,
itm_5f8e9acd6f66,org_sunpro,Ceramic Interior Doors,Ceramic Interior Doors - 16x18,New indigo Sausages with ergonomic design for shameful comfort,SP-1HDPQS,QU4LGW,9.31,in,5.68,in,23.2,ft,312.18,lbs,box,523,34,interior_doors,doors,true,"2,236",53,variable,true,"[""Sleek"" ""Awesome"" ""Soft"" ""Practical"" ""Handcrafted"" ""Elegant""]",inventory,"February 27, 2026, 4:18 PM",,
itm_87f1277092d6,org_sunpro,Bamboo Interior Doors,Bamboo Interior Doors - 12x14,Stylish Bike designed to make you stand out with lumbering looks,SP-VPPAPR,AYWNTP,10.18,in,5.4,ft,5.1,ft,259.96,oz,pallet,639,52,interior_doors,doors,true,"3,554",64,variable,true,"[""Recycled"" ""Small"" ""Intelligent"" ""Soft"" ""Small""]",inventory,"February 27, 2026, 4:18 PM",,
itm_9237b6e0d0ff,org_sunpro,Rubber Windows,Rubber Windows - 13x5,"O'Reilly, Ryan and Kunde's most advanced Ball technology increases rectangular capabilities",SP-U39MDI,O8KS5J,6.76,in,10.91,in,11.65,ft,275.4,lbs,piece,189,32,windows,windows,true,"2,407",115,variable,true,"[""Practical"" ""Bespoke"" ""Fantastic"" ""Rustic"" ""Handmade"" ""Elegant"" ""Fresh""]",inventory,"February 27, 2026, 4:18 PM",,
itm_d19c4da490c9,org_sunpro,Silk Paint,Silk Paint - 5x1,The Alta Soap is the latest in a series of silent products from Reynolds LLC,SP-9EMGAX,OQSZEG,11.12,in,1.42,in,10.66,in,12.56,oz,piece,61,80,paint,paint_supplies,true,"1,149",38,variable,true,"[""Recycled"" ""Fresh"" ""Practical"" ""Electronic"" ""Incredible"" ""Gorgeous""]",inventory,"February 27, 2026, 4:18 PM",,
itm_dc7840cc1aa2,org_sunpro,Wooden Windows,Wooden Windows - 9x13,Professional-grade Towels perfect for lonely training and recreational use,SP-TAQJZD,BL64KG,5.99,ft,8.36,ft,1.35,ft,388.22,oz,piece,586,84,windows,windows,true,"1,036",112,fixed,true,"[""Handmade"" ""Sleek"" ""Bespoke"" ""Sleek""]",inventory,"February 27, 2026, 4:18 PM",,
itm_321bb0658d4e,org_sunpro,Aluminum Exterior Doors,Aluminum Exterior Doors - 9x5,Professional-grade Mouse perfect for speedy training and recreational use,SP-3KVYEG,PFAUPC,10.44,in,9.66,ft,2.17,in,339.31,oz,piece,636,82,exterior_doors,doors,true,"2,830",21,variable,true,"[""Soft"" ""Electronic"" ""Recycled"" ""Generic"" ""Rustic"" ""Awesome""]",inventory,"February 27, 2026, 4:18 PM",,
itm_465eeeed04a4,org_sunpro,Cotton Windows,Cotton Windows - 2x1,Our crispy-inspired Mouse brings a taste of luxury to your damp lifestyle,SP-DBBDL0,TEA4C6,8.21,ft,1.77,in,21.09,ft,127.07,oz,box,649,99,windows,windows,true,"3,112",11,fixed,true,"[""Refined"" ""Recycled"" ""Generic"" ""Frozen"" ""Frozen"" ""Generic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_36a20673da2a,org_sunpro,Bronze Primers,Bronze Primers - 20x15,"New Gloves model with 38 GB RAM, 532 GB storage, and jagged features",SP-FYM7BH,SYPDOB,5.04,ft,3.52,in,10.43,in,36.89,oz,pallet,570,85,primers,paint_supplies,true,"3,500",122,variable,true,"[""Sleek"" ""Sleek"" ""Recycled""]",inventory,"February 27, 2026, 4:18 PM",,
itm_332791c0d815,org_sunpro,Rubber Exterior Doors,Rubber Exterior Doors - 4x2,Satterfield - Koepp's most advanced Cheese technology increases boiling capabilities,SP-WRPCFG,AXOSGC,2.8,in,4.22,ft,16.8,in,39.52,lbs,piece,599,79,exterior_doors,doors,true,"1,103",43,fixed,true,"[""Fresh"" ""Gorgeous"" ""Handcrafted"" ""Generic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_93dacb59d2f7,org_sunpro,Steel Windows,Steel Windows - 20x10,New purple Chicken with ergonomic design for primary comfort,SP-9GGIHJ,Q8Y9KF,7.56,ft,6.5,in,19.61,ft,62.31,lbs,pallet,674,61,windows,windows,true,"2,254",162,variable,true,"[""Fresh"" ""Modern"" ""Intelligent"" ""Modern"" ""Bespoke"" ""Soft"" ""Refined""]",inventory,"February 27, 2026, 4:18 PM",,
itm_b3a903529581,org_sunpro,Gold Moulding,Gold Moulding - 4x19,Tasty Mouse designed with Metal for creamy performance,SP-T5ND1H,E0A6VQ,3.68,in,0.97,in,15.47,ft,392.76,oz,pallet,103,69,moulding,dimensional_lumber_and_composites,true,"2,138",28,variable,true,"[""Practical"" ""Fantastic"" ""Elegant"" ""Licensed""]",inventory,"February 27, 2026, 4:18 PM",,
itm_e25561284677,org_sunpro,Gold Brushes,Gold Brushes - 17x5,Discover the aggravating new Shoes with an exciting mix of Bamboo ingredients,SP-2PUFL6,YMAQTS,11.52,in,2.44,in,16.38,in,433.83,oz,piece,839,43,brushes,paint_supplies,true,498,56,fixed,true,"[""Refined"" ""Incredible"" ""Gorgeous"" ""Small""]",inventory,"February 27, 2026, 4:18 PM",,
itm_096e2f9588ba,org_sunpro,Cotton Hinges,Cotton Hinges - 1x4,Discover the burdensome new Tuna with an exciting mix of Bronze ingredients,SP-I5AE0S,AZMKWN,6.83,in,5.28,ft,14.02,ft,390.87,lbs,pallet,257,58,hinges,general_fasteners_and_hardware,true,"2,267",160,variable,true,"[""Fantastic"" ""Fantastic"" ""Electronic"" ""Tasty"" ""Gorgeous"" ""Small""]",inventory,"February 27, 2026, 4:18 PM",,
itm_7a8634ff4a5b,org_sunpro,Steel Windows,Steel Windows - 19x17,Kuphal - Marks's most advanced Chair technology increases whimsical capabilities,SP-1NSFNZ,FIAFM9,8.97,ft,8.32,ft,18.28,ft,237.81,lbs,pallet,323,71,windows,windows,true,"2,603",56,variable,true,"[""Handcrafted"" ""Awesome"" ""Tasty"" ""Incredible"" ""Intelligent"" ""Gorgeous""]",inventory,"February 27, 2026, 4:18 PM",,
itm_6f597bbb8d4c,org_sunpro,Cotton Interior Doors,Cotton Interior Doors - 15x1,Elegant Chips designed with Bronze for true performance,SP-EDN4PG,N0Q6MX,7.3,ft,10.31,in,21.56,ft,384.47,oz,pallet,691,27,interior_doors,doors,true,802,47,variable,true,"[""Unbranded"" ""Rustic"" ""Licensed"" ""Elegant"" ""Electronic"" ""Awesome"" ""Ergonomic"" ""Intelligent""]",inventory,"February 27, 2026, 4:18 PM",,
itm_360b5478cbcc,org_sunpro,Rubber Windows,Rubber Windows - 12x4,"New Chair model with 4 GB RAM, 657 GB storage, and similar features",SP-RWITIX,HCKSL5,11.01,ft,4.72,ft,21.42,in,13.04,oz,pallet,203,42,windows,windows,true,"1,087",155,variable,true,"[""Soft"" ""Incredible"" ""Incredible""]",inventory,"February 27, 2026, 4:18 PM",,
itm_fa611042f11c,org_sunpro,Silk Exterior Doors,Silk Exterior Doors - 18x4,"Featuring Roentgenium-enhanced technology, our Salad offers unparalleled unaware performance",SP-BAVSAH,XUCQAV,10.03,in,8.84,in,17.75,ft,40.05,lbs,pallet,530,70,exterior_doors,doors,true,"2,474",30,variable,true,"[""Sleek"" ""Generic"" ""Modern""]",inventory,"February 27, 2026, 4:18 PM",,
itm_f1cb78cf6154,org_sunpro,Steel Windows,Steel Windows - 18x15,Ergonomic Mouse made with Cotton for all-day immaculate support,SP-F3EX1U,S1ULPW,10.87,in,11.11,in,16.8,ft,436.36,oz,piece,643,32,windows,windows,true,"2,846",134,variable,true,"[""Luxurious"" ""Unbranded"" ""Licensed"" ""Fantastic"" ""Soft"" ""Handcrafted"" ""Small""]",inventory,"February 27, 2026, 4:18 PM",,
itm_fd22629814e0,org_sunpro,Granite Hinges,Granite Hinges - 10x9,Our tender-inspired Computer brings a taste of luxury to your huge lifestyle,SP-N9MKCA,MLM3SV,8.18,in,11.45,in,2.89,in,100.8,lbs,pallet,459,48,hinges,general_fasteners_and_hardware,true,975,160,fixed,true,"[""Refined"" ""Gorgeous"" ""Fantastic"" ""Incredible"" ""Practical"" ""Incredible""]",inventory,"February 27, 2026, 4:18 PM",,
itm_8632399e4010,org_sunpro,Silk Hinges,Silk Hinges - 8x11,Wilderman Group's most advanced Salad technology increases idolized capabilities,SP-SS7647,5NKN5Z,8.8,ft,4.31,in,14.09,ft,72.87,oz,box,129,81,hinges,general_fasteners_and_hardware,true,"1,939",143,fixed,true,"[""Luxurious"" ""Soft"" ""Incredible"" ""Oriental"" ""Refined"" ""Frozen""]",inventory,"February 27, 2026, 4:18 PM",,
itm_adf4fd3e6493,org_sunpro,Gold Hinges,Gold Hinges - 11x3,Fresh Tuna designed with Silk for selfish performance,SP-C4FCAI,03ZR2N,2.86,in,11.5,ft,8.35,in,323.34,lbs,piece,548,71,hinges,general_fasteners_and_hardware,true,"1,481",109,variable,true,"[""Incredible"" ""Refined"" ""Elegant"" ""Elegant"" ""Small"" ""Recycled""]",inventory,"February 27, 2026, 4:18 PM",,
itm_148a6d87458f,org_sunpro,Plastic Hinges,Plastic Hinges - 10x6,Innovative Cheese featuring any technology and Concrete construction,SP-WXKRPV,VUTQSR,9.15,ft,1.3,ft,1.04,in,273.94,oz,piece,56,34,hinges,general_fasteners_and_hardware,true,891,98,variable,true,"[""Awesome"" ""Electronic"" ""Ergonomic"" ""Small"" ""Tasty"" ""Practical"" ""Luxurious""]",inventory,"February 27, 2026, 4:18 PM",,
itm_e31c9b380938,org_sunpro,Granite Paint,Granite Paint - 18x9,"The Adrain Gloves is the latest in a series of fixed products from Harber, Toy and Dach",SP-N3DUZM,P8JU7S,6.24,in,2.77,in,5.98,ft,391.48,oz,piece,475,73,paint,paint_supplies,true,"1,138",31,variable,true,"[""Rustic"" ""Frozen"" ""Bespoke"" ""Sleek""]",inventory,"February 27, 2026, 4:18 PM",,
itm_602db89ecf58,org_sunpro,Bronze Exterior Doors,Bronze Exterior Doors - 1x2,"Experience the indigo brilliance of our Computer, perfect for repentant environments",SP-NZPILP,DMVFEA,2.81,in,2.23,ft,1.55,in,387.03,lbs,piece,625,70,exterior_doors,doors,true,552,134,fixed,true,"[""Elegant"" ""Soft"" ""Oriental"" ""Oriental"" ""Awesome"" ""Unbranded""]",inventory,"February 27, 2026, 4:18 PM",,
itm_597387fbc748,org_sunpro,Metal Paint,Metal Paint - 1x5,Practical Cheese designed with Wooden for showy performance,SP-BS1WPJ,PEN14U,6.09,ft,2.86,ft,10.64,in,181.31,oz,box,878,47,paint,paint_supplies,true,"2,653",46,variable,true,"[""Handcrafted"" ""Recycled"" ""Frozen""]",inventory,"February 27, 2026, 4:18 PM",,
itm_8b7997449a81,org_sunpro,Bronze Anchors,Bronze Anchors - 10x6,New orchid Table with ergonomic design for oddball comfort,SP-B6E5GX,AEC7AU,9.98,in,6.07,in,22.58,in,89.95,lbs,piece,843,70,anchors,general_fasteners_and_hardware,true,"2,185",105,variable,true,"[""Elegant"" ""Electronic"" ""Modern"" ""Incredible""]",inventory,"February 27, 2026, 4:18 PM",,
itm_37e3c264bac2,org_sunpro,Aluminum Sheathing,Aluminum Sheathing - 7x20,"Introducing the Aland Islands-inspired Pizza, blending black-and-white style with local craftsmanship",SP-HTKS2Z,PB4JJ4,7.15,in,6.81,in,4.21,in,171.81,oz,box,785,63,sheathing,dimensional_lumber_and_composites,true,315,63,fixed,true,"[""Fresh"" ""Soft"" ""Fresh"" ""Bespoke"" ""Electronic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_934dff8bfa97,org_sunpro,Granite Primers,Granite Primers - 7x18,Gorgeous Fish designed with Gold for glass performance,SP-FSFOFK,TBT4CA,8.79,ft,8.87,ft,23.33,ft,354.81,oz,pallet,630,23,primers,paint_supplies,true,"1,308",168,fixed,true,"[""Ergonomic"" ""Handmade"" ""Small"" ""Frozen"" ""Unbranded"" ""Refined""]",inventory,"February 27, 2026, 4:18 PM",,
itm_0ec2180c26dd,org_82e3bbf45bae,desks,,,,,20,ft,10,ft,10,ft,"1,000",lbs,,,,,,,,,,,,reference,"March 24, 2026, 8:02 PM",,
itm_a4f64fb864e7,org_sunpro,Cotton Sheathing,Cotton Sheathing - 15x3,Stylish Ball designed to make you stand out with first looks,SP-GQD2WN,XUVIDY,3.01,in,7.96,in,18.74,ft,151.04,lbs,box,289,27,sheathing,dimensional_lumber_and_composites,true,953,131,fixed,true,"[""Small"" ""Frozen"" ""Fresh""]",inventory,"February 27, 2026, 4:18 PM",,
itm_46593d502326,org_sunpro,Bamboo Windows,Bamboo Windows - 7x17,Von - Stroman's most advanced Hat technology increases insecure capabilities,SP-YOJXOU,ZZ1F3S,2.85,in,3.85,in,18.41,in,183.51,oz,box,149,98,windows,windows,true,"2,691",28,fixed,true,"[""Tasty"" ""Tasty"" ""Unbranded"" ""Practical""]",inventory,"February 27, 2026, 4:18 PM",,
itm_1c52af2e22c0,org_sunpro,Gold Brackets,Gold Brackets - 11x15,Professional-grade Soap perfect for legal training and recreational use,SP-IHAHCJ,VKC6KI,4.56,ft,11.4,in,5.19,ft,423.84,oz,box,875,17,brackets,general_fasteners_and_hardware,true,"1,717",150,variable,true,"[""Ergonomic"" ""Frozen"" ""Ergonomic"" ""Refined""]",inventory,"February 27, 2026, 4:18 PM",,
itm_31816afec406,org_sunpro,Marble Windows,Marble Windows - 10x8,"The Jo Chips is the latest in a series of punctual products from Jakubowski, Lowe and Lueilwitz",SP-0ULKQA,F8J37N,2.05,in,5.49,in,7.35,ft,345.5,oz,box,321,59,windows,windows,true,"1,399",53,fixed,true,"[""Oriental"" ""Handmade"" ""Frozen"" ""Soft"" ""Elegant"" ""Fantastic"" ""Generic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_f9ad3fe98a66,org_sunpro,Aluminum Windows,Aluminum Windows - 6x17,The Intuitive systemic flexibility Sausages offers reliable performance and creamy design,SP-83EMSZ,7VRI92,11.68,in,9.84,ft,16.93,ft,404.04,lbs,piece,840,42,windows,windows,true,"3,300",148,variable,true,"[""Electronic"" ""Small"" ""Frozen"" ""Refined""]",inventory,"February 27, 2026, 4:18 PM",,
itm_cfc6dedf867a,org_sunpro,Granite Windows,Granite Windows - 11x14,Our savory-inspired Fish brings a taste of luxury to your wiggly lifestyle,SP-HLQWRW,SU3AJK,11.65,in,2.51,ft,10,in,4.34,oz,piece,609,26,windows,windows,true,836,67,variable,true,"[""Recycled"" ""Tasty"" ""Tasty"" ""Ergonomic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_3e04620d83ed,org_sunpro,Marble Interior Doors,Marble Interior Doors - 1x1,"New Shirt model with 11 GB RAM, 290 GB storage, and lean features",SP-CTKY0H,6XW9EZ,4.83,ft,2.72,ft,14.1,ft,96.43,lbs,piece,912,54,interior_doors,doors,true,"2,370",47,fixed,true,"[""Recycled"" ""Refined"" ""Intelligent"" ""Tasty""]",inventory,"February 27, 2026, 4:18 PM",,
itm_92682ac30ff7,org_sunpro,Cotton Pressure Treated,Cotton Pressure Treated - 6x15,Discover the outgoing new Towels with an exciting mix of Ceramic ingredients,SP-FGS7FV,GFCNXX,5.28,in,2.25,ft,6.04,ft,257.73,lbs,box,104,34,pressure_treated,dimensional_lumber_and_composites,true,"1,697",7,fixed,true,"[""Soft"" ""Handmade"" ""Modern""]",inventory,"February 27, 2026, 4:18 PM",,
itm_e2fd5b73da27,org_sunpro,Wooden Paint,Wooden Paint - 1x18,"Featuring Titanium-enhanced technology, our Cheese offers unparalleled worthwhile performance",SP-YAWBWN,ZBWLKR,11.64,in,9.54,ft,4.64,ft,88.35,oz,pallet,43,67,paint,paint_supplies,true,"2,155",168,variable,true,"[""Practical"" ""Small"" ""Intelligent"" ""Modern"" ""Recycled"" ""Fresh"" ""Elegant"" ""Licensed""]",inventory,"February 27, 2026, 4:18 PM",,
itm_41f7ff84773d,org_sunpro,Marble Exterior Doors,Marble Exterior Doors - 1x2,"Veum, Hahn and Yundt's most advanced Cheese technology increases impure capabilities",SP-GG3PW8,TZ49VQ,4.89,ft,9.42,ft,4.03,ft,418.77,oz,pallet,761,65,exterior_doors,doors,true,"3,113",82,variable,true,"[""Gorgeous"" ""Licensed"" ""Licensed"" ""Soft"" ""Sleek"" ""Sleek"" ""Unbranded"" ""Sleek""]",inventory,"February 27, 2026, 4:18 PM",,
itm_753ffd267e7e,org_sunpro,Concrete Windows,Concrete Windows - 2x6,Ergonomic Soap made with Wooden for all-day criminal support,SP-2ZJ2JP,SWVSKY,9.97,in,4.68,in,17.32,ft,451.13,lbs,pallet,466,74,windows,windows,true,"2,791",35,variable,true,"[""Intelligent"" ""Awesome"" ""Elegant"" ""Recycled"" ""Awesome"" ""Incredible""]",inventory,"February 27, 2026, 4:18 PM",,
itm_458073598832,org_sunpro,Steel Exterior Doors,Steel Exterior Doors - 9x4,"Experience the red brilliance of our Pizza, perfect for bruised environments",SP-SOSJPB,WPHGO0,8.96,in,10.36,in,9.5,ft,412.17,oz,pallet,587,87,exterior_doors,doors,true,"2,320",68,fixed,true,"[""Sleek"" ""Tasty"" ""Unbranded""]",inventory,"February 27, 2026, 4:18 PM",,
itm_69d52acb23a8,org_sunpro,Cotton Plywood,Cotton Plywood - 19x19,Professional-grade Computer perfect for prickly training and recreational use,SP-QBL6XD,FJJI2X,9.92,ft,4.48,ft,22.44,ft,268.54,lbs,pallet,448,69,plywood,dimensional_lumber_and_composites,true,"2,332",90,fixed,true,"[""Elegant"" ""Electronic"" ""Fantastic"" ""Soft"" ""Handcrafted""]",inventory,"February 27, 2026, 4:18 PM",,
itm_2fc02254a763,org_sunpro,Aluminum Sheathing,Aluminum Sheathing - 3x3,Ergonomic Pants made with Bamboo for all-day impish support,SP-EK1KIG,FHZSHQ,9.59,in,1.9,ft,11.8,in,228.73,oz,pallet,589,19,sheathing,dimensional_lumber_and_composites,true,598,30,fixed,true,"[""Electronic"" ""Incredible"" ""Refined"" ""Luxurious"" ""Handcrafted"" ""Refined"" ""Fantastic"" ""Rustic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_dd3f624f62d3,org_sunpro,Gold Plywood,Gold Plywood - 19x5,Stylish Keyboard designed to make you stand out with elliptical looks,SP-2UKMBQ,XWQNNB,1.25,in,8.93,in,10.17,in,131.37,oz,box,902,26,plywood,dimensional_lumber_and_composites,true,888,51,variable,true,"[""Intelligent"" ""Elegant"" ""Gorgeous"" ""Tasty"" ""Bespoke"" ""Handmade""]",inventory,"February 27, 2026, 4:18 PM",,
itm_4414884f2090,org_sunpro,Steel Brackets,Steel Brackets - 14x14,"Introducing the Mayotte-inspired Chair, blending important style with local craftsmanship",SP-RBIENJ,0CYDCN,1.66,ft,7.52,ft,14.08,ft,139.58,lbs,piece,457,44,brackets,general_fasteners_and_hardware,true,"1,479",168,variable,true,"[""Gorgeous"" ""Awesome"" ""Fantastic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_c7406bb784d9,org_sunpro,Silk Hinges,Silk Hinges - 18x8,Innovative Car featuring triangular technology and Marble construction,SP-IWE7SL,VTBVWE,11.83,in,10.01,in,13.74,in,135.04,oz,pallet,382,28,hinges,general_fasteners_and_hardware,true,"1,514",98,fixed,true,"[""Electronic"" ""Soft"" ""Incredible"" ""Small"" ""Tasty"" ""Fantastic""]",inventory,"February 27, 2026, 4:18 PM",,
itm_55aa8e7560be,org_sunpro,Ceramic Brushes,Ceramic Brushes - 8x6,New purple Fish with ergonomic design for corrupt comfort,SP-7NCJB3,9CKQ4O,3.95,in,6.61,ft,19.87,ft,34.72,oz,piece,952,20,brushes,paint_supplies,true,923,136,fixed,true,"[""Soft"" ""Luxurious"" ""Refined"" ""Tasty""]",inventory,"February 27, 2026, 4:18 PM",,
